"HumanGene"	"MouseGene"	"HomologyID"	"transID"
"ADAT1"	"Adat1"	8096	"ENST00000307921_ENSG00000065457_ADAT1"
"ADAT2"	"Deadc1"	6262	"ENST00000606514_ENSG00000189007_ADAT2"
"ADAT2"	"Adat2"	6262	"ENST00000606514_ENSG00000189007_ADAT2"
"ADAT3"	"Adat3"	50671	"ENST00000329478_ENSG00000213638_ADAT3"
"ADC"	"Adc"	62172	NA
"ADCK1"	"Adck1"	6493	"ENST00000238561_ENSG00000063761_ADCK1"
"ADCK2"	"Adck2"	49103	"ENST00000072869_ENSG00000133597_ADCK2"
"ADCK4"	"Adck4"	86731	NA
"ADCK5"	"Adck5"	34378	"ENST00000308860_ENSG00000173137_ADCK5"
"ADCY1"	"Adcy1"	41419	"ENST00000297323_ENSG00000164742_ADCY1"
"ADCY10"	"Sacy"	10188	"ENST00000367851_ENSG00000143199_ADCY10"
"ADCY10"	"Adcy10"	10188	"ENST00000367851_ENSG00000143199_ADCY10"
"ADCY2"	"Adcy2"	75133	"ENST00000338316_ENSG00000078295_ADCY2"
"ADCY3"	"Adcy3"	2978	"ENST00000405392_ENSG00000138031_ADCY3"
"ADCY4"	"Adcy4"	23149	"ENST00000310677_ENSG00000129467_ADCY4"
"ADCY5"	"Adcy5"	11213	"ENST00000462833_ENSG00000173175_ADCY5"
"ADCY6"	"Adcy6"	22400	"ENST00000307885_ENSG00000174233_ADCY6"
"ADCY7"	"Adcy7"	866	"ENST00000254235_ENSG00000121281_ADCY7"
"ADCY8"	"Adcy8"	37443	"ENST00000286355_ENSG00000155897_ADCY8"
"ADCY9"	"Adcy9"	868	"ENST00000294016_ENSG00000162104_ADCY9"
"ADCYAP1"	"Adcyap1"	869	"ENST00000450565_ENSG00000141433_ADCYAP1"
"ADCYAP1R1"	"Adcyap1r1"	870	"ENST00000614107_ENSG00000078549_ADCYAP1R1"
"ADD1"	"Add1"	22758	"ENST00000264758_ENSG00000087274_ADD1"
"ADD2"	"Add2"	1221	"ENST00000264436_ENSG00000075340_ADD2"
"ADD3"	"Add3"	40893	"ENST00000356080_ENSG00000148700_ADD3"
"ADFP"	"Adfp"	872	NA
"ADGB"	"Adgb"	100289	"ENST00000397944_ENSG00000118492_ADGB"
"ADGRA1"	"Adgra1"	18582	"ENST00000392607_ENSG00000197177_ADGRA1"
"ADGRA2"	"Adgra2"	13112	"ENST00000412232_ENSG00000020181_ADGRA2"
"ADGRA3"	"Adgra3"	19235	"ENST00000334304_ENSG00000152990_ADGRA3"
"ADGRB1"	"Adgrb1"	1287	"ENST00000323289_ENSG00000181790_ADGRB1"
"ADGRB2"	"Adgrb2"	1288	"ENST00000373658_ENSG00000121753_ADGRB2"
"ADGRB3"	"Adgrb3"	1289	"ENST00000370598_ENSG00000135298_ADGRB3"
"ADGRD1"	"Adgrd1"	34616	"ENST00000535015_ENSG00000111452_ADGRD1"
"ADGRE1"	"Adgre1"	1493	"ENST00000312053_ENSG00000174837_ADGRE1"
"ADGRE5"	"Adgre5"	8050	"ENST00000242786_ENSG00000123146_ADGRE5"
"ADGRF1"	"Adgrf1"	124643	"ENST00000371253_ENSG00000153292_ADGRF1"
"ADGRF2"	"Adgrf2"	45213	"ENST00000398742_ENSG00000164393_ADGRF2"
"ADGRF3"	"Adgrf3"	17826	"ENST00000311519_ENSG00000173567_ADGRF3"
"ADGRF4"	"Adgrf4"	51953	"ENST00000327753_ENSG00000153294_ADGRF4"
"ADGRF5"	"Adgrf5"	9065	"ENST00000265417_ENSG00000069122_ADGRF5"
"ADGRG1"	"Adgrg1"	4156	"ENST00000568909_ENSG00000205336_ADGRG1"
"ADGRG2"	"Adgrg2"	4208	"ENST00000379869_ENSG00000173698_ADGRG2"
"ADGRG3"	"Adgrg3"	18129	"ENST00000333493_ENSG00000182885_ADGRG3"
"ADGRG4"	"Adgrg4"	72131	"ENST00000394143_ENSG00000156920_ADGRG4"
"ADGRG5"	"Adgrg5"	17828	"ENST00000340339_ENSG00000159618_ADGRG5"
"ADGRG6"	"Adgrg6"	10724	"ENST00000367609_ENSG00000112414_ADGRG6"
"ADGRG7"	"Adgrg7"	13115	"ENST00000273352_ENSG00000144820_ADGRG7"
"ADGRL1"	"Adgrl1"	8951	"ENST00000340736_ENSG00000072071_ADGRL1"
"ADGRL2"	"Adgrl2"	22712	"ENST00000370717_ENSG00000117114_ADGRL2"
"ADGRL3"	"Adgrl3"	22878	"ENST00000506720_ENSG00000150471_ADGRL3"
"ADGRL4"	"Adgrl4"	11170	"ENST00000370742_ENSG00000162618_ADGRL4"
"ADGRV1"	"Adgrv1"	19815	"ENST00000645211_ENSG00000164199_ADGRV1"
"ADH1C"	"Adh1"	73888	"ENST00000515683_ENSG00000248144_ADH1C"
"ADH4"	"Adh4"	20162	"ENST00000508393_ENSG00000198099_ADH4"
"ADH5"	"Adh5"	68076	"ENST00000296412_ENSG00000197894_ADH5"
"ADH7"	"Adh7"	37333	"ENST00000476959_ENSG00000196344_ADH7"
"ADHFE1"	"Adhfe1"	5865	"ENST00000396623_ENSG00000147576_ADHFE1"
"ADI1"	"Adi1"	75081	"ENST00000327435_ENSG00000182551_ADI1"
"ADIG"	"BC054059"	84663	"ENST00000537425_ENSG00000182035_ADIG"
"ADIPOQ"	"Adipoq"	3525	"ENST00000320741_ENSG00000181092_ADIPOQ"
"ADIPOR1"	"Adipor1"	69199	"ENST00000340990_ENSG00000159346_ADIPOR1"
"ADIPOR2"	"Adipor2"	56119	"ENST00000357103_ENSG00000006831_ADIPOR2"
"ADK"	"Adk"	4891	"ENST00000286621_ENSG00000156110_ADK"
"ADM"	"Adm"	873	"ENST00000278175_ENSG00000148926_ADM"
"ADM2"	"Adm2"	49801	"ENST00000395738_ENSG00000128165_ADM2"
"ADNP"	"Adnp"	7617	"ENST00000396029_ENSG00000101126_ADNP"
"ADNP2"	"Adnp2"	8945	"ENST00000262198_ENSG00000101544_ADNP2"
"ADNP2"	"Zfp508"	8945	"ENST00000262198_ENSG00000101544_ADNP2"
"ADO"	"Ado"	13121	"ENST00000373783_ENSG00000181915_ADO"
"ADO"	"Gm237"	13121	"ENST00000373783_ENSG00000181915_ADO"
"ADORA1"	"Adora1"	20165	"ENST00000367236_ENSG00000163485_ADORA1"
"ADORA2A"	"Adora2a"	20166	"ENST00000337539_ENSG00000128271_ADORA2A"
"ADORA2B"	"Adora2b"	20167	"ENST00000304222_ENSG00000170425_ADORA2B"
"ADORA3"	"Adora3"	550	"ENST00000241356_ENSG00000282608_ADORA3"
"ADPGK"	"Adpgk"	41739	"ENST00000311669_ENSG00000159322_ADPGK"
"ADPRH"	"Adprh"	874	"ENST00000478399_ENSG00000144843_ADPRH"
"ADPRHL1"	"Adprhl1"	16311	"ENST00000356501_ENSG00000153531_ADPRHL1"
"ADPRHL2"	"Adprhl2"	9863	"ENST00000373178_ENSG00000116863_ADPRHL2"
"ADPRM"	"Adprm"	10632	"ENST00000379774_ENSG00000170222_ADPRM"
"ADPRS"	"Adprhl2"	9863	NA
"ADRA1A"	"Adra1a"	68078	"ENST00000380586_ENSG00000120907_ADRA1A"
"ADRA1B"	"Adra1b"	55477	"ENST00000306675_ENSG00000170214_ADRA1B"
"ADRA1D"	"Adra1d"	551	"ENST00000379453_ENSG00000171873_ADRA1D"
"ADRA2A"	"Adra2a"	47944	"ENST00000280155_ENSG00000150594_ADRA2A"
"ADRA2B"	"Adra2b"	553	"ENST00000620793_ENSG00000274286_ADRA2B"
"ADRA2C"	"Adra2c"	20170	"ENST00000330055_ENSG00000184160_ADRA2C"
"ADRB1"	"Adrb1"	20171	"ENST00000369295_ENSG00000043591_ADRB1"
"ADRB2"	"Adrb2"	30948	"ENST00000305988_ENSG00000169252_ADRB2"
"ADRB3"	"Adrb3"	37250	"ENST00000345060_ENSG00000188778_ADRB3"
"ADRBK1"	"Adrbk1"	1223	NA
"ADRBK2"	"Adrbk2"	21072	NA
"ADRM1"	"Adrm1"	10513	"ENST00000253003_ENSG00000130706_ADRM1"
"ADSL"	"Adsl"	12	"ENST00000636714_ENSG00000239900_ADSL"
"ADSS"	"Adss"	875	"ENST00000366535_ENSG00000035687_ADSS"
"ADSS1"	"Adssl1"	111992	NA
"ADSS2"	"Adss"	875	NA
"ADSSL1"	"Adssl1"	111992	"ENST00000332972_ENSG00000185100_ADSSL1"
"ADTRP"	"Adtrp"	13107	"ENST00000229583_ENSG00000111863_ADTRP"
"AEBP1"	"Aebp1"	878	"ENST00000223357_ENSG00000106624_AEBP1"
"AEBP2"	"Aebp2"	40690	"ENST00000398864_ENSG00000139154_AEBP2"
"AEN"	"Isg20l1"	23382	"ENST00000332810_ENSG00000181026_AEN"
"AEN"	"Aen"	23382	"ENST00000332810_ENSG00000181026_AEN"
"AES"	"Aes"	879	"ENST00000221561_ENSG00000104964_AES"
"AFAP1"	"Afap1"	11009	"ENST00000358461_ENSG00000196526_AFAP1"
"AFAP1L1"	"Afap1l1"	18728	"ENST00000296721_ENSG00000157510_AFAP1L1"
"AFAP1L2"	"Afap1l2"	13057	"ENST00000304129_ENSG00000169129_AFAP1L2"
"AFDN"	"Afdn"	21202	"ENST00000366806_ENSG00000130396_AFDN"
"AFF1"	"Aff1"	4340	"ENST00000544085_ENSG00000172493_AFF1"
"AFF2"	"Aff2"	1532	"ENST00000370460_ENSG00000155966_AFF2"
"AFF3"	"Aff3"	1718	"ENST00000409579_ENSG00000144218_AFF3"
"AFF4"	"Aff4"	8683	"ENST00000265343_ENSG00000072364_AFF4"
"AFG1L"	"Afg1l"	5782	"ENST00000368977_ENSG00000135537_AFG1L"
"AFG3L2"	"Afg3l2"	4947	"ENST00000269143_ENSG00000141385_AFG3L2"
"AFM"	"Afm"	881	"ENST00000226355_ENSG00000079557_AFM"
"AFMID"	"Afmid"	41731	"ENST00000327898_ENSG00000183077_AFMID"
"AFP"	"Afp"	36278	"ENST00000395792_ENSG00000081051_AFP"
"AFTPH"	"Aftph"	9764	"ENST00000238855_ENSG00000119844_AFTPH"
"AGA"	"Aga"	13	"ENST00000264595_ENSG00000038002_AGA"
"AGAP1"	"Centg2"	56689	"ENST00000304032_ENSG00000157985_AGAP1"
"AGAP1"	"Agap1"	56689	"ENST00000304032_ENSG00000157985_AGAP1"
"AGAP2"	"Centg1"	86815	"ENST00000547588_ENSG00000135439_AGAP2"
"AGAP2"	"Agap2"	86815	"ENST00000547588_ENSG00000135439_AGAP2"
"AGAP3"	"Centg3"	23742	"ENST00000397238_ENSG00000133612_AGAP3"
"AGAP3"	"Agap3"	23742	"ENST00000397238_ENSG00000133612_AGAP3"
"AGBL1"	"EG244071"	17552	"ENST00000441037_ENSG00000273540_AGBL1"
"AGBL1"	"Agbl1"	17552	"ENST00000441037_ENSG00000273540_AGBL1"
"AGBL2"	"Agbl2"	11715	"ENST00000525123_ENSG00000165923_AGBL2"
"AGBL3"	"Agbl3"	35330	"ENST00000436302_ENSG00000146856_AGBL3"
"AGBL4"	"Agbl4"	84880	"ENST00000371839_ENSG00000186094_AGBL4"
"AGBL5"	"9430057O19Rik"	11053	"ENST00000360131_ENSG00000084693_AGBL5"
"AGBL5"	"Agbl5"	11053	"ENST00000360131_ENSG00000084693_AGBL5"
"AGER"	"Ager"	883	"ENST00000375069_ENSG00000204305_AGER"
"AGFG1"	"Hrb"	37929	"ENST00000409979_ENSG00000173744_AGFG1"
"AGFG1"	"Agfg1"	37929	"ENST00000409979_ENSG00000173744_AGFG1"
"AGFG2"	"Agfg2"	4430	"ENST00000300176_ENSG00000106351_AGFG2"
"AGFG2"	"Hrbl"	4430	"ENST00000300176_ENSG00000106351_AGFG2"
"AGGF1"	"Aggf1"	41220	"ENST00000312916_ENSG00000164252_AGGF1"
"AGK"	"Agk"	41239	"ENST00000355413_ENSG00000006530_AGK"
"AGL"	"Agl"	536	"ENST00000294724_ENSG00000162688_AGL"
"AGMAT"	"Agmat"	99855	"ENST00000375826_ENSG00000116771_AGMAT"
"AGMO"	"Agmo"	45620	"ENST00000342526_ENSG00000187546_AGMO"
"AGO1"	"Ago1"	81826	"ENST00000373204_ENSG00000092847_AGO1"
"AGO2"	"Ago2"	81825	"ENST00000220592_ENSG00000123908_AGO2"
"AGO3"	"Ago3"	49799	"ENST00000373191_ENSG00000126070_AGO3"
"AGO4"	"Ago4"	41184	"ENST00000373210_ENSG00000134698_AGO4"
"AGPAT1"	"Agpat1"	55973	"ENST00000375107_ENSG00000204310_AGPAT1"
"AGPAT2"	"Agpat2"	4678	"ENST00000371694_ENSG00000169692_AGPAT2"
"AGPAT3"	"Agpat3"	10591	"ENST00000291572_ENSG00000160216_AGPAT3"
"AGPAT4"	"Agpat4"	69293	"ENST00000320285_ENSG00000026652_AGPAT4"
"AGPAT5"	"Agpat5"	10153	"ENST00000285518_ENSG00000155189_AGPAT5"
"AGPAT6"	"Agpat6"	32425	NA
"AGPAT9"	"A230097K15Rik"	13099	NA
"AGPS"	"Agps"	2716	"ENST00000264167_ENSG00000018510_AGPS"
"AGR2"	"Agr2"	4674	"ENST00000419304_ENSG00000106541_AGR2"
"AGR3"	"Agr3"	45551	"ENST00000310398_ENSG00000173467_AGR3"
"AGRN"	"Agrn"	27907	"ENST00000379370_ENSG00000188157_AGRN"
"AGRP"	"Agrp"	7184	"ENST00000290953_ENSG00000159723_AGRP"
"AGT"	"Agt"	14	"ENST00000366667_ENSG00000135744_AGT"
"AGTPBP1"	"Agtpbp1"	9067	"ENST00000337006_ENSG00000135049_AGTPBP1"
"AGTR1"	"Agtr1a"	3556	"ENST00000418473_ENSG00000144891_AGTR1"
"AGTR2"	"Agtr2"	20172	"ENST00000371906_ENSG00000180772_AGTR2"
"AGTRAP"	"Agtrap"	7621	"ENST00000314340_ENSG00000177674_AGTRAP"
"AGXT"	"Agxt"	37251	"ENST00000307503_ENSG00000172482_AGXT"
"AGXT2"	"Agxt2"	12887	"ENST00000231420_ENSG00000113492_AGXT2"
"AGXT2L1"	"Agxt2l1"	69440	NA
"AGXT2L2"	"Agxt2l2"	75268	NA
"AHCTF1"	"Ahctf1"	9142	"ENST00000326225_ENSG00000153207_AHCTF1"
"AHCY"	"Ahcy"	554	"ENST00000217426_ENSG00000101444_AHCY"
"AHCYL1"	"Ahcyl1"	77353	"ENST00000369799_ENSG00000168710_AHCYL1"
"AHCYL2"	"4631427C17Rik"	69337	"ENST00000325006_ENSG00000158467_AHCYL2"
"AHCYL2"	"Ahcyl2"	69337	"ENST00000325006_ENSG00000158467_AHCYL2"
"AHDC1"	"Ahdc1"	17144	"ENST00000374011_ENSG00000126705_AHDC1"
"AHI1"	"Ahi1"	9762	"ENST00000265602_ENSG00000135541_AHI1"
"AHNAK"	"Ahnak"	67425	"ENST00000378024_ENSG00000124942_AHNAK"
"AHNAK2"	"Ahnak2"	131081	"ENST00000333244_ENSG00000185567_AHNAK2"
"AHNAK2"	"LOC100041194"	53458	"ENST00000333244_ENSG00000185567_AHNAK2"
"AHR"	"Ahr"	1224	"ENST00000242057_ENSG00000106546_AHR"
"AHRR"	"Ahrr"	49215	"ENST00000316418_ENSG00000063438_AHRR"
"AHSA1"	"Ahsa1"	8106	"ENST00000216479_ENSG00000100591_AHSA1"
"AHSG"	"Ahsg"	1225	"ENST00000273784_ENSG00000145192_AHSG"
"AICDA"	"Aicda"	7623	"ENST00000229335_ENSG00000111732_AICDA"
"AIDA"	"Aida"	11268	"ENST00000340020_ENSG00000186063_AIDA"
"AIDA"	"LOC631071"	11268	"ENST00000340020_ENSG00000186063_AIDA"
"AIF1"	"Aif1"	1226	"ENST00000376059_ENSG00000204472_AIF1"
"AIF1L"	"Aif1l"	12863	"ENST00000372309_ENSG00000126878_AIF1L"
"AIF1L"	"2810003C17Rik"	12863	"ENST00000372309_ENSG00000126878_AIF1L"
"AIFM1"	"Aifm1"	3100	"ENST00000287295_ENSG00000156709_AIFM1"
"AIFM2"	"Aifm2"	6862	"ENST00000307864_ENSG00000042286_AIFM2"
"AIFM3"	"Aifm3"	13773	"ENST00000399167_ENSG00000183773_AIFM3"
"AIG1"	"Aig1"	32297	"ENST00000357847_ENSG00000146416_AIG1"
"AIM1"	"Aim1"	18168	NA
"AIM1L"	"Aim1l"	19232	NA
"AIM2"	"Aim2"	83226	"ENST00000368130_ENSG00000163568_AIM2"
"AIMP1"	"Aimp1"	31260	"ENST00000394701_ENSG00000164022_AIMP1"
"AIMP2"	"Aimp2"	4594	"ENST00000223029_ENSG00000106305_AIMP2"
"AIP"	"Aip"	2959	"ENST00000279146_ENSG00000110711_AIP"
"AIPL1"	"Aipl1"	22806	"ENST00000381129_ENSG00000129221_AIPL1"
"AIRE"	"Aire"	327	"ENST00000291582_ENSG00000160224_AIRE"
"AJAP1"	"Ajap1"	10312	"ENST00000378190_ENSG00000196581_AJAP1"
"AJM1"	"Ajm1"	19943	"ENST00000436881_ENSG00000232434_AJM1"
"AJUBA"	"Ajuba"	7789	"ENST00000262713_ENSG00000129474_AJUBA"
"AK1"	"Ak1"	20135	"ENST00000373176_ENSG00000106992_AK1"
"AK2"	"Ak2"	1227	"ENST00000354858_ENSG00000004455_AK2"
"AK3"	"Ak3"	21744	"ENST00000381809_ENSG00000147853_AK3"
"AK3L1"	"LOC635960"	100316	NA
"AK4"	"Ak4"	100316	"ENST00000546702_ENSG00000162433_AK4"
"AK5"	"Ak5"	76103	"ENST00000354567_ENSG00000154027_AK5"
"AK6"	"Ak6"	5540	"ENST00000380822_ENSG00000085231_AK6"
"AK7"	"Ak7"	14268	"ENST00000267584_ENSG00000140057_AK7"
"AK8"	"Ak8"	17622	"ENST00000298545_ENSG00000165695_AK8"
"AK9"	"Ak9"	67934	"ENST00000424296_ENSG00000155085_AK9"
"AKAIN1"	"Akain1"	85827	"ENST00000580650_ENSG00000231824_AKAIN1"
"AKAP1"	"Akap1"	31165	"ENST00000337714_ENSG00000121057_AKAP1"
"AKAP10"	"Akap10"	32452	"ENST00000225737_ENSG00000108599_AKAP10"
"AKAP11"	"Akap11"	8279	"ENST00000025301_ENSG00000023516_AKAP11"
"AKAP12"	"Akap12"	3740	"ENST00000354675_ENSG00000131016_AKAP12"
"AKAP13"	"Akap13"	4903	"ENST00000361243_ENSG00000170776_AKAP13"
"AKAP14"	"Akap14"	32512	"ENST00000371431_ENSG00000186471_AKAP14"
"AKAP2"	"Akap2"	100376	"ENST00000434623_ENSG00000241978_AKAP2"
"AKAP3"	"Akap3"	4688	"ENST00000545990_ENSG00000111254_AKAP3"
"AKAP4"	"Akap4"	2887	"ENST00000358526_ENSG00000147081_AKAP4"
"AKAP5"	"Akap5"	15854	"ENST00000394718_ENSG00000179841_AKAP5"
"AKAP6"	"Akap6"	3157	"ENST00000280979_ENSG00000151320_AKAP6"
"AKAP7"	"Akap7"	49463	"ENST00000431975_ENSG00000118507_AKAP7"
"AKAP8"	"Akap8"	4278	"ENST00000269701_ENSG00000105127_AKAP8"
"AKAP8L"	"Akap8l"	8658	"ENST00000397410_ENSG00000011243_AKAP8L"
"AKAP9"	"Akap9"	17517	"ENST00000356239_ENSG00000127914_AKAP9"
"AKIP1"	"Akip1"	10765	"ENST00000299576_ENSG00000166452_AKIP1"
"AKIRIN1"	"Akirin1"	11348	"ENST00000432648_ENSG00000174574_AKIRIN1"
"AKIRIN1"	"6330407G11Rik"	11348	"ENST00000432648_ENSG00000174574_AKIRIN1"
"AKIRIN2"	"Akirin2"	9988	"ENST00000257787_ENSG00000135334_AKIRIN2"
"AKIRIN2"	"2700059D21Rik"	9988	"ENST00000257787_ENSG00000135334_AKIRIN2"
"AKNA"	"Akna"	49947	"ENST00000307564_ENSG00000106948_AKNA"
"AKNAD1"	"Aknad1"	51892	"ENST00000370001_ENSG00000162641_AKNAD1"
"AKR1A1"	"Akr1a4"	74565	"ENST00000372070_ENSG00000117448_AKR1A1"
"AKR1A1"	"Akr1a1"	74565	"ENST00000372070_ENSG00000117448_AKR1A1"
"AKR1B1"	"Akr1b3"	110647	"ENST00000285930_ENSG00000085662_AKR1B1"
"AKR1B10"	"2310005E10Rik"	90911	"ENST00000359579_ENSG00000198074_AKR1B10"
"AKR1B10"	"Akr1b8"	116462	"ENST00000359579_ENSG00000198074_AKR1B10"
"AKR1B10L"	"Akr1b8"	88507	NA
"AKR1C1"	"Akr1c21"	110860	"ENST00000380872_ENSG00000187134_AKR1C1"
"AKR1C3"	"Akr1c18"	115661	"ENST00000380554_ENSG00000196139_AKR1C3"
"AKR1C4"	"Akr1c6"	84695	"ENST00000263126_ENSG00000198610_AKR1C4"
"AKR1CL2"	"Akr1e1"	74313	NA
"AKR1D1"	"Akr1d1"	55943	"ENST00000242375_ENSG00000122787_AKR1D1"
"AKR1E2"	"Akr1e1"	74313	"ENST00000298375_ENSG00000165568_AKR1E2"
"AKR7A2"	"Akr7a5"	2737	"ENST00000235835_ENSG00000053371_AKR7A2"
"AKT1"	"Akt1"	3785	"ENST00000407796_ENSG00000142208_AKT1"
"AKT1S1"	"Akt1s1"	12162	"ENST00000391832_ENSG00000204673_AKT1S1"
"AKT2"	"Akt2"	48773	"ENST00000392038_ENSG00000105221_AKT2"
"AKT3"	"Akt3"	55904	"ENST00000263826_ENSG00000117020_AKT3"
"AKTIP"	"Aktip"	7721	"ENST00000300245_ENSG00000166971_AKTIP"
"ALAD"	"Alad"	16	"ENST00000409155_ENSG00000148218_ALAD"
"ALAS1"	"Alas1"	55478	"ENST00000310271_ENSG00000023330_ALAS1"
"ALAS2"	"Alas2"	17	"ENST00000330807_ENSG00000158578_ALAS2"
"ALB"	"Alb1"	405	"ENST00000295897_ENSG00000163631_ALB"
"ALB"	"Alb"	405	"ENST00000295897_ENSG00000163631_ALB"
"ALCAM"	"Alcam"	1229	"ENST00000306107_ENSG00000170017_ALCAM"
"ALDH16A1"	"Aldh16a1"	34938	"ENST00000293350_ENSG00000161618_ALDH16A1"
"ALDH18A1"	"Aldh18a1"	2142	"ENST00000371224_ENSG00000059573_ALDH18A1"
"ALDH1A1"	"Aldh1a1"	110441	"ENST00000297785_ENSG00000165092_ALDH1A1"
"ALDH1A2"	"Aldh1a2"	68368	"ENST00000249750_ENSG00000128918_ALDH1A2"
"ALDH1A3"	"Aldh1a3"	68080	"ENST00000329841_ENSG00000184254_ALDH1A3"
"ALDH1B1"	"Aldh1b1"	115470	"ENST00000377698_ENSG00000137124_ALDH1B1"
"ALDH1L1"	"Aldh1l1"	122031	"ENST00000273450_ENSG00000144908_ALDH1L1"
"ALDH1L2"	"Aldh1l2"	51942	"ENST00000258494_ENSG00000136010_ALDH1L2"
"ALDH2"	"Aldh2"	55480	"ENST00000261733_ENSG00000111275_ALDH2"
"ALDH3A1"	"Aldh3a1"	20175	"ENST00000225740_ENSG00000108602_ALDH3A1"
"ALDH3A2"	"Aldh3a2"	55458	"ENST00000339618_ENSG00000072210_ALDH3A2"
"ALDH3B1"	"Aldh3b1"	73890	"ENST00000342456_ENSG00000006534_ALDH3B1"
"ALDH4A1"	"Aldh4a1"	6081	"ENST00000290597_ENSG00000159423_ALDH4A1"
"ALDH5A1"	"Aldh5a1"	840	"ENST00000348925_ENSG00000112294_ALDH5A1"
"ALDH6A1"	"Aldh6a1"	4082	"ENST00000553458_ENSG00000119711_ALDH6A1"
"ALDH7A1"	"Aldh7a1"	913	"ENST00000409134_ENSG00000164904_ALDH7A1"
"ALDH8A1"	"Aldh8a1"	23369	"ENST00000265605_ENSG00000118514_ALDH8A1"
"ALDH9A1"	"Aldh9a1"	55483	"ENST00000354775_ENSG00000143149_ALDH9A1"
"ALDOA"	"Aldoa"	68996	"ENST00000564595_ENSG00000149925_ALDOA"
"ALDOB"	"Aldob"	20060	"ENST00000374855_ENSG00000136872_ALDOB"
"ALDOC"	"Aldoc"	21073	"ENST00000226253_ENSG00000109107_ALDOC"
"ALG1"	"Alg1"	5387	"ENST00000262374_ENSG00000033011_ALG1"
"ALG10"	"Alg10b"	6030	"ENST00000266483_ENSG00000139133_ALG10"
"ALG11"	"Alg11"	68893	"ENST00000521508_ENSG00000253710_ALG11"
"ALG12"	"Alg12"	36269	"ENST00000330817_ENSG00000182858_ALG12"
"ALG13"	"Glt28d2"	44843	"ENST00000394780_ENSG00000101901_ALG13"
"ALG13"	"Alg13"	134149	"ENST00000394780_ENSG00000101901_ALG13"
"ALG14"	"Alg14"	49751	"ENST00000370205_ENSG00000172339_ALG14"
"ALG2"	"Alg2"	5930	"ENST00000476832_ENSG00000119523_ALG2"
"ALG3"	"Alg3"	4228	"ENST00000397676_ENSG00000214160_ALG3"
"ALG5"	"Alg5"	7060	"ENST00000239891_ENSG00000120697_ALG5"
"ALG6"	"Alg6"	6920	"ENST00000371108_ENSG00000088035_ALG6"
"ALG8"	"Alg8"	6931	"ENST00000299626_ENSG00000159063_ALG8"
"ALG9"	"Alg9"	6756	"ENST00000614444_ENSG00000086848_ALG9"
"ALK"	"Alk"	68387	"ENST00000389048_ENSG00000171094_ALK"
"ALKAL1"	"Alkal1"	82437	"ENST00000358543_ENSG00000196711_ALKAL1"
"ALKAL2"	"Alkal2"	87330	"ENST00000403610_ENSG00000189292_ALKAL2"
"ALKBH1"	"Alkbh1"	4393	"ENST00000216489_ENSG00000100601_ALKBH1"
"ALKBH2"	"Alkbh2"	18393	"ENST00000343075_ENSG00000189046_ALKBH2"
"ALKBH3"	"Alkbh3"	16393	"ENST00000302708_ENSG00000166199_ALKBH3"
"ALKBH4"	"Alkbh4"	9747	"ENST00000292566_ENSG00000160993_ALKBH4"
"ALKBH5"	"Alkbh5"	9818	"ENST00000399138_ENSG00000091542_ALKBH5"
"ALKBH6"	"Alkbh6"	15555	"ENST00000378875_ENSG00000239382_ALKBH6"
"ALKBH7"	"Alkbh7"	11964	"ENST00000245812_ENSG00000125652_ALKBH7"
"ALKBH8"	"Alkbh8"	44488	"ENST00000417449_ENSG00000137760_ALKBH8"
"ALLC"	"Allc"	6202	"ENST00000252505_ENSG00000151360_ALLC"
"ALMS1"	"Alms1"	49406	"ENST00000613296_ENSG00000116127_ALMS1"
"ALOX12"	"Alox12"	560	"ENST00000251535_ENSG00000108839_ALOX12"
"ALOX12B"	"Alox12b"	884	"ENST00000319144_ENSG00000179477_ALOX12B"
"ALOX15"	"Alox15"	44935	"ENST00000293761_ENSG00000161905_ALOX15"
"ALOX15B"	"Alox8"	886	"ENST00000380183_ENSG00000179593_ALOX15B"
"ALOX5"	"Alox5"	561	"ENST00000374391_ENSG00000012779_ALOX5"
"ALOX5AP"	"Alox5ap"	1231	"ENST00000617770_ENSG00000132965_ALOX5AP"
"ALOXE3"	"Aloxe3"	8013	"ENST00000318227_ENSG00000179148_ALOXE3"
"ALPG"	"Alppl2"	129600	"ENST00000295453_ENSG00000163286_ALPG"
"ALPI"	"Alpi"	79555	"ENST00000295463_ENSG00000163295_ALPI"
"ALPI"	"Akp3"	134333	"ENST00000295463_ENSG00000163295_ALPI"
"ALPK1"	"Alpk1"	11849	"ENST00000458497_ENSG00000073331_ALPK1"
"ALPK2"	"Alpk2"	50475	"ENST00000361673_ENSG00000198796_ALPK2"
"ALPK3"	"Alpk3"	10813	"ENST00000258888_ENSG00000136383_ALPK3"
"ALPL"	"Alpl"	37314	"ENST00000374840_ENSG00000162551_ALPL"
"ALPL"	"Akp2"	37314	"ENST00000374840_ENSG00000162551_ALPL"
"ALPP"	"Alpi"	122414	"ENST00000392027_ENSG00000163283_ALPP"
"ALPPL2"	"Akp5"	122137	NA
"ALS2"	"Als2"	23264	"ENST00000264276_ENSG00000003393_ALS2"
"ALS2CL"	"Als2cl"	17152	"ENST00000318962_ENSG00000178038_ALS2CL"
"ALS2CR11"	"Als2cr11"	51868	NA
"ALS2CR12"	"Als2cr12"	51399	"ENST00000405148_ENSG00000155749_ALS2CR12"
